timestamp,pir1,pir2,ultra1_dist,ultra2_dist,ultra1_detect,ultra2_detect,status,pir1_missing,pir2_missing,ultra1_missing,ultra2_missing,imputed,hour,minute,day_of_week,day_name,date,status_kor
2026-08-03 08:25:00,0.0,0.0,141.09,131.69,none,none,Not crowded,False,False,False,False,False,8,25,0,Monday,2026-08-03,여유
2026-08-03 08:30:00,1.0,0.0,61.87,47.73,detect,detect,Normal,False,False,False,False,False,8,30,0,Monday,2026-08-03,보통
2026-08-03 08:35:00,1.0,0.0,51.4,42.93,detect,detect,Normal,False,False,False,False,False,8,35,0,Monday,2026-08-03,보통
2026-08-03 08:40:00,1.0,1.0,6.49,17.42,detect,detect,Crowded,False,False,False,False,False,8,40,0,Monday,2026-08-03,혼잡
2026-08-03 08:45:00,1.0,1.0,17.2,12.53,detect,detect,Crowded,False,False,False,False,False,8,45,0,Monday,2026-08-03,혼잡
2026-08-03 08:50:00,1.0,1.0,7.61,13.75,detect,detect,Crowded,False,False,False,False,False,8,50,0,Monday,2026-08-03,혼잡
2026-08-03 08:55:00,1.0,1.0,11.04,9.49,detect,detect,Crowded,False,False,False,False,False,8,55,0,Monday,2026-08-03,혼잡
2026-08-03 09:00:00,1.0,0.0,55.11,57.02,detect,detect,Normal,False,False,False,False,False,9,0,0,Monday,2026-08-03,보통
2026-08-03 09:05:00,1.0,1.0,40.02,54.7,detect,detect,Normal,False,False,False,False,False,9,5,0,Monday,2026-08-03,보통
2026-08-03 09:10:00,0.0,0.0,146.35,150.32,none,none,Not crowded,False,False,False,False,False,9,10,0,Monday,2026-08-03,여유
2026-08-03 09:15:00,0.0,0.0,155.49,138.92,none,none,Not crowded,False,False,False,False,False,9,15,0,Monday,2026-08-03,여유
2026-08-03 09:20:00,0.0,0.0,136.35,158.98,none,none,Not crowded,False,False,False,False,False,9,20,0,Monday,2026-08-03,여유
2026-08-03 09:25:00,0.0,0.0,152.73,144.84,none,none,Not crowded,False,False,False,False,False,9,25,0,Monday,2026-08-03,여유
2026-08-03 09:30:00,0.0,0.0,152.39,140.2,none,none,Not crowded,False,False,False,False,False,9,30,0,Monday,2026-08-03,여유
2026-08-03 09:35:00,0.0,0.0,154.93,150.4,none,none,Not crowded,False,False,False,False,False,9,35,0,Monday,2026-08-03,여유
2026-08-03 09:40:00,0.0,0.0,148.13,159.81,none,none,Not crowded,False,False,False,False,False,9,40,0,Monday,2026-08-03,여유
2026-08-03 09:45:00,0.0,0.0,150.7,142.77,none,none,Not crowded,False,False,False,False,False,9,45,0,Monday,2026-08-03,여유
2026-08-03 09:50:00,0.0,0.0,152.01,144.86,none,none,Not crowded,False,False,False,False,False,9,50,0,Monday,2026-08-03,여유
2026-08-03 09:55:00,0.0,0.0,134.74,145.34,none,none,Not crowded,False,False,False,False,False,9,55,0,Monday,2026-08-03,여유
2026-08-03 10:00:00,0.0,0.0,142.0,158.76,none,none,Not crowded,False,False,False,False,False,10,0,0,Monday,2026-08-03,여유
2026-08-03 10:05:00,0.0,0.0,134.14,147.31,none,none,Not crowded,False,False,False,False,False,10,5,0,Monday,2026-08-03,여유
2026-08-03 10:10:00,0.0,0.0,139.0,153.18,none,none,Not crowded,False,False,False,False,False,10,10,0,Monday,2026-08-03,여유
2026-08-03 10:15:00,0.0,0.0,134.6,150.65,none,none,Not crowded,False,False,False,False,False,10,15,0,Monday,2026-08-03,여유
2026-08-03 10:20:00,0.0,0.0,148.26,150.27,none,none,Not crowded,False,False,False,False,False,10,20,0,Monday,2026-08-03,여유
2026-08-03 10:25:00,0.0,0.0,143.35,136.73,none,none,Not crowded,False,False,False,False,False,10,25,0,Monday,2026-08-03,여유
2026-08-03 10:30:00,0.0,0.0,141.75,156.83,none,none,Not crowded,False,False,False,False,False,10,30,0,Monday,2026-08-03,여유
2026-08-03 10:35:00,0.0,0.0,150.18,154.43,none,none,Not crowded,False,False,False,False,False,10,35,0,Monday,2026-08-03,여유
2026-08-03 10:40:00,0.0,0.0,153.5,140.77,none,none,Not crowded,False,False,False,False,False,10,40,0,Monday,2026-08-03,여유
2026-08-03 10:45:00,0.0,0.0,155.61,158.5,none,none,Not crowded,False,False,False,False,False,10,45,0,Monday,2026-08-03,여유
2026-08-03 10:50:00,0.0,0.0,155.49,142.58,none,none,Not crowded,False,False,False,False,False,10,50,0,Monday,2026-08-03,여유
2026-08-03 10:55:00,0.0,0.0,136.8,145.1,none,none,Not crowded,False,False,False,False,False,10,55,0,Monday,2026-08-03,여유
2026-08-03 11:00:00,0.0,0.0,158.22,151.35,none,none,Not crowded,False,False,False,False,False,11,0,0,Monday,2026-08-03,여유
2026-08-03 11:05:00,0.0,0.0,154.93,132.3,none,none,Not crowded,False,False,False,False,False,11,5,0,Monday,2026-08-03,여유
2026-08-03 11:10:00,0.0,0.0,150.97,156.73,none,none,Not crowded,False,False,False,False,False,11,10,0,Monday,2026-08-03,여유
2026-08-03 11:15:00,0.0,0.0,136.87,144.59,none,none,Not crowded,False,False,False,False,False,11,15,0,Monday,2026-08-03,여유
2026-08-03 11:20:00,0.0,0.0,141.73,154.58,none,none,Not crowded,False,False,False,False,False,11,20,0,Monday,2026-08-03,여유
2026-08-03 11:25:00,0.0,0.0,139.52,150.24,none,none,Not crowded,False,False,False,False,False,11,25,0,Monday,2026-08-03,여유
2026-08-03 11:30:00,1.0,0.0,49.41,42.81,detect,detect,Normal,False,False,False,False,False,11,30,0,Monday,2026-08-03,보통
2026-08-03 11:35:00,1.0,1.0,42.4,67.11,detect,detect,Normal,False,False,False,False,False,11,35,0,Monday,2026-08-03,보통
2026-08-03 11:40:00,1.0,1.0,7.28,12.93,detect,detect,Crowded,False,False,False,False,False,11,40,0,Monday,2026-08-03,혼잡
2026-08-03 11:45:00,1.0,1.0,14.22,13.68,detect,detect,Crowded,False,False,False,False,False,11,45,0,Monday,2026-08-03,혼잡
2026-08-03 11:50:00,1.0,1.0,16.89,9.85,detect,detect,Crowded,False,False,False,False,False,11,50,0,Monday,2026-08-03,혼잡
2026-08-03 11:55:00,1.0,1.0,15.67,10.26,detect,detect,Crowded,False,False,False,False,False,11,55,0,Monday,2026-08-03,혼잡
2026-08-03 12:00:00,1.0,1.0,46.03,71.52,detect,detect,Normal,False,False,False,False,False,12,0,0,Monday,2026-08-03,보통
2026-08-03 12:05:00,1.0,1.0,82.16,57.56,detect,detect,Normal,False,False,False,False,False,12,5,0,Monday,2026-08-03,보통
2026-08-03 12:10:00,0.0,0.0,156.63,150.92,none,none,Not crowded,False,False,False,False,False,12,10,0,Monday,2026-08-03,여유
2026-08-03 12:15:00,0.0,0.0,142.15,147.78,none,none,Not crowded,False,False,False,False,False,12,15,0,Monday,2026-08-03,여유
2026-08-03 12:20:00,0.0,0.0,141.28,158.0,none,none,Not crowded,False,False,False,False,False,12,20,0,Monday,2026-08-03,여유
2026-08-03 12:25:00,0.0,0.0,141.89,139.76,none,none,Not crowded,False,False,False,False,False,12,25,0,Monday,2026-08-03,여유
2026-08-03 12:30:00,0.0,0.0,141.33,153.31,none,none,Not crowded,False,False,False,False,False,12,30,0,Monday,2026-08-03,여유
2026-08-03 12:35:00,0.0,0.0,141.8,139.96,none,none,Not crowded,False,False,False,False,False,12,35,0,Monday,2026-08-03,여유
2026-08-03 12:40:00,0.0,0.0,155.27,145.11,none,none,Not crowded,False,False,False,False,False,12,40,0,Monday,2026-08-03,여유
2026-08-03 12:45:00,0.0,0.0,152.58,150.26,none,none,Not crowded,False,False,False,False,False,12,45,0,Monday,2026-08-03,여유
2026-08-03 12:50:00,0.0,0.0,135.41,158.24,none,none,Not crowded,False,False,False,False,False,12,50,0,Monday,2026-08-03,여유
2026-08-03 12:55:00,0.0,0.0,131.83,135.24,none,none,Not crowded,False,False,False,False,False,12,55,0,Monday,2026-08-03,여유
2026-08-03 13:00:00,0.0,0.0,132.75,153.26,none,none,Not crowded,False,False,False,False,False,13,0,0,Monday,2026-08-03,여유
2026-08-03 13:05:00,0.0,0.0,144.77,143.1,none,none,Not crowded,False,False,False,False,False,13,5,0,Monday,2026-08-03,여유
2026-08-03 13:10:00,0.0,0.0,136.21,157.01,none,none,Not crowded,False,False,False,False,False,13,10,0,Monday,2026-08-03,여유
2026-08-03 13:15:00,0.0,0.0,141.3,150.52,none,none,Not crowded,False,False,False,False,False,13,15,0,Monday,2026-08-03,여유
2026-08-03 13:20:00,0.0,0.0,153.75,158.15,none,none,Not crowded,False,False,False,False,False,13,20,0,Monday,2026-08-03,여유
2026-08-03 13:25:00,0.0,0.0,135.0,146.9,none,none,Not crowded,False,False,False,False,False,13,25,0,Monday,2026-08-03,여유
2026-08-03 13:30:00,0.0,0.0,137.42,143.08,none,none,Not crowded,False,False,False,False,False,13,30,0,Monday,2026-08-03,여유
2026-08-03 13:35:00,0.0,0.0,132.57,148.1,none,none,Not crowded,False,False,False,False,False,13,35,0,Monday,2026-08-03,여유
2026-08-03 13:40:00,0.0,0.0,153.45,149.9,none,none,Not crowded,False,False,False,False,False,13,40,0,Monday,2026-08-03,여유
2026-08-03 13:45:00,0.0,0.0,157.42,156.33,none,none,Not crowded,False,False,False,False,False,13,45,0,Monday,2026-08-03,여유
2026-08-03 13:50:00,0.0,0.0,144.9,145.83,none,none,Not crowded,False,False,False,False,False,13,50,0,Monday,2026-08-03,여유
2026-08-03 13:55:00,0.0,0.0,141.74,145.34,none,none,Not crowded,False,False,False,False,False,13,55,0,Monday,2026-08-03,여유
2026-08-03 14:00:00,0.0,0.0,154.88,132.86,none,none,Not crowded,False,False,False,False,False,14,0,0,Monday,2026-08-03,여유
2026-08-03 14:05:00,0.0,0.0,153.76,134.06,none,none,Not crowded,False,False,False,False,False,14,5,0,Monday,2026-08-03,여유
2026-08-03 14:10:00,0.0,0.0,151.45,158.9,none,none,Not crowded,False,False,False,False,False,14,10,0,Monday,2026-08-03,여유
2026-08-03 14:15:00,0.0,0.0,157.55,154.38,none,none,Not crowded,False,False,False,False,False,14,15,0,Monday,2026-08-03,여유
2026-08-03 14:20:00,0.0,0.0,138.04,131.54,none,none,Not crowded,False,False,False,False,False,14,20,0,Monday,2026-08-03,여유
2026-08-03 14:25:00,0.0,0.0,142.44,133.79,none,none,Not crowded,False,False,False,False,False,14,25,0,Monday,2026-08-03,여유
2026-08-03 14:30:00,1.0,1.0,65.59,79.8,detect,detect,Normal,False,False,False,False,False,14,30,0,Monday,2026-08-03,보통
2026-08-03 14:35:00,1.0,1.0,51.25,50.38,detect,detect,Normal,False,False,False,False,False,14,35,0,Monday,2026-08-03,보통
2026-08-03 14:40:00,1.0,1.0,15.31,13.52,detect,detect,Crowded,False,False,False,False,False,14,40,0,Monday,2026-08-03,혼잡
2026-08-03 14:45:00,1.0,1.0,12.0,15.45,detect,detect,Crowded,False,False,False,False,False,14,45,0,Monday,2026-08-03,혼잡
2026-08-03 14:50:00,1.0,1.0,6.16,17.1,detect,detect,Crowded,False,False,False,False,False,14,50,0,Monday,2026-08-03,혼잡
2026-08-03 14:55:00,1.0,1.0,6.46,5.67,detect,detect,Crowded,False,False,False,False,False,14,55,0,Monday,2026-08-03,혼잡
2026-08-03 15:00:00,1.0,1.0,44.15,58.77,detect,detect,Normal,False,False,False,False,False,15,0,0,Monday,2026-08-03,보통
2026-08-03 15:05:00,1.0,1.0,63.6,43.79,detect,detect,Normal,False,False,False,False,False,15,5,0,Monday,2026-08-03,보통
2026-08-03 15:10:00,0.0,0.0,138.51,140.35,none,none,Not crowded,False,False,False,False,False,15,10,0,Monday,2026-08-03,여유
2026-08-03 15:15:00,0.0,0.0,159.35,133.68,none,none,Not crowded,False,False,False,False,False,15,15,0,Monday,2026-08-03,여유
2026-08-03 15:20:00,0.0,0.0,159.24,157.11,none,none,Not crowded,False,False,False,False,False,15,20,0,Monday,2026-08-03,여유
2026-08-03 15:25:00,0.0,0.0,142.23,157.51,none,none,Not crowded,False,False,False,False,False,15,25,0,Monday,2026-08-03,여유
2026-08-03 15:30:00,0.0,0.0,158.45,136.34,none,none,Not crowded,False,False,False,False,False,15,30,0,Monday,2026-08-03,여유
2026-08-03 15:35:00,0.0,0.0,137.02,153.86,none,none,Not crowded,False,False,False,False,False,15,35,0,Monday,2026-08-03,여유
2026-08-03 15:40:00,0.0,0.0,146.43,151.02,none,none,Not crowded,False,False,False,False,False,15,40,0,Monday,2026-08-03,여유
2026-08-03 15:45:00,0.0,0.0,159.83,159.84,none,none,Not crowded,False,False,False,False,False,15,45,0,Monday,2026-08-03,여유
2026-08-03 15:50:00,0.0,0.0,153.51,131.29,none,none,Not crowded,False,False,False,False,False,15,50,0,Monday,2026-08-03,여유
2026-08-03 15:55:00,0.0,0.0,134.42,156.54,none,none,Not crowded,False,False,False,False,False,15,55,0,Monday,2026-08-03,여유
2026-08-03 16:00:00,0.0,0.0,146.17,141.17,none,none,Not crowded,False,False,False,False,False,16,0,0,Monday,2026-08-03,여유
2026-08-03 16:05:00,0.0,0.0,147.74,135.8,none,none,Not crowded,False,False,False,False,False,16,5,0,Monday,2026-08-03,여유
2026-08-03 16:10:00,0.0,0.0,135.55,141.04,none,none,Not crowded,False,False,False,False,False,16,10,0,Monday,2026-08-03,여유
2026-08-03 16:15:00,0.0,0.0,143.0,137.78,none,none,Not crowded,False,False,False,False,False,16,15,0,Monday,2026-08-03,여유
2026-08-03 16:20:00,0.0,0.0,148.05,130.24,none,none,Not crowded,False,False,False,False,False,16,20,0,Monday,2026-08-03,여유
2026-08-03 16:25:00,0.0,0.0,140.92,146.58,none,none,Not crowded,False,False,False,False,False,16,25,0,Monday,2026-08-03,여유
2026-08-03 16:30:00,0.0,0.0,150.12,145.23,none,none,Not crowded,False,False,False,False,False,16,30,0,Monday,2026-08-03,여유
2026-08-03 16:35:00,0.0,0.0,156.96,145.7,none,none,Not crowded,False,False,False,False,False,16,35,0,Monday,2026-08-03,여유
2026-08-03 16:40:00,0.0,0.0,157.03,138.12,none,none,Not crowded,False,False,False,False,False,16,40,0,Monday,2026-08-03,여유
2026-08-03 16:45:00,0.0,0.0,137.23,138.03,none,none,Not crowded,False,False,False,False,False,16,45,0,Monday,2026-08-03,여유
2026-08-03 16:50:00,0.0,0.0,151.66,154.99,none,none,Not crowded,False,False,False,False,False,16,50,0,Monday,2026-08-03,여유
2026-08-03 16:55:00,0.0,0.0,141.47,151.96,none,none,Not crowded,False,False,False,False,False,16,55,0,Monday,2026-08-03,여유
2026-08-03 17:00:00,0.0,0.0,156.91,154.69,none,none,Not crowded,False,False,False,False,False,17,0,0,Monday,2026-08-03,여유
2026-08-03 17:05:00,0.0,0.0,134.63,142.4,none,none,Not crowded,False,False,False,False,False,17,5,0,Monday,2026-08-03,여유
2026-08-03 17:10:00,0.0,0.0,136.42,131.31,none,none,Not crowded,False,False,False,False,False,17,10,0,Monday,2026-08-03,여유
2026-08-03 17:15:00,0.0,0.0,153.05,152.66,none,none,Not crowded,False,False,False,False,False,17,15,0,Monday,2026-08-03,여유
2026-08-03 17:20:00,0.0,0.0,152.78,154.71,none,none,Not crowded,False,False,False,False,False,17,20,0,Monday,2026-08-03,여유
2026-08-03 17:25:00,0.0,0.0,158.54,138.64,none,none,Not crowded,False,False,False,False,False,17,25,0,Monday,2026-08-03,여유
2026-08-03 17:30:00,0.0,0.0,157.76,155.31,none,none,Not crowded,False,False,False,False,False,17,30,0,Monday,2026-08-03,여유
2026-08-03 17:35:00,0.0,0.0,139.02,140.38,none,none,Not crowded,False,False,False,False,False,17,35,0,Monday,2026-08-03,여유
2026-08-03 17:40:00,1.0,0.0,81.82,47.57,detect,detect,Normal,False,False,False,False,False,17,40,0,Monday,2026-08-03,보통
2026-08-03 17:45:00,1.0,1.0,83.07,40.39,detect,detect,Normal,False,False,False,False,False,17,45,0,Monday,2026-08-03,보통
2026-08-03 17:50:00,1.0,1.0,80.02,61.73,detect,detect,Normal,False,False,False,False,False,17,50,0,Monday,2026-08-03,보통
2026-08-03 17:55:00,1.0,1.0,52.2,77.27,detect,detect,Normal,False,False,False,False,False,17,55,0,Monday,2026-08-03,보통
